id,title,author,subject,year_of_publication,edition,ISBN,publisher,seller,price_foreign_currency,price_indian_currency,link,medium
,Biological Language Model: Theory And Application,Dong Qiwen Et Al,CSE,2020,,9789811212949,World Scientific Publishing Co. Pte. Ltd.,4,98,7526.4,https://www.worldscientific.com/worldscibooks/10.1142/11629,
,Cognitive Satellite System,Zhang Jianjun Et Al,CSE,2020,,9789811214349,World Scientific Publishing Co. Pte. Ltd.,4,128,9830.4,https://www.worldscientific.com/worldscibooks/10.1142/11667,
,Big Data Security,Shibakali Gupta,CSE,2019,,9783110605884,De Gruyter,4,99.95,9295.35,http://www.degruyter.com/isbn/9783110606058,
,Information And Communication,"Fang, Binxing / Jia, Yan",CSE,2019,,9783110597844,De Gruyter,4,86.95,8086.35,http://www.degruyter.com/isbn/9783110599435,
,Intelligent Decision Support Systems,"Borra, Surekha / Dey, Nilanjan / Bhattacharyya, Siddhartha / Bouhlel, Mohamed Salim",CSE,2019,,9783110618686,De Gruyter,4,129.95,12085.35,http://www.degruyter.com/isbn/9783110621105,
,Intelligent Multimedia Data Analysis,"Bhattacharyya, Siddhartha / Pan, Indrajit / Das, Abhijit / Gupta, Shibakali",CSE,2019,,9783110550313,De Gruyter,4,99.95,9295.35,http://www.degruyter.com/isbn/9783110552072,
,Online Social Network Analysis Vol 1 : Structure And Evolution,"Fang, Binxing / Jia, Yan",CSE,2019,,9783110596069,De Gruyter,4,86.95,8086.35,http://www.degruyter.com/isbn/9783110599374,
,Online Social Network Analysis Vol 2 :Groups And Interaction,"Fang, Binxing / Jia, Yan",CSE,2019,,9783110597776,De Gruyter,4,86.95,8086.35,http://www.degruyter.com/isbn/9783110599411,
,Personalized Human-Computer Interaction,"Augstein, Mirjam / Herder, Eelco / Wörndl, Wolfgang",CSE,2019,,9783110552478,De Gruyter,4,69.95,6505.35,http://www.degruyter.com/isbn/9783110552485,
,Programming In C++,"Rai, Laxmisha",CSE,2019,,9783110595390,De Gruyter,4,55.95,5203.35,http://www.degruyter.com/isbn/9783110593846,
,Quick Boot,"Dice, Pete",CSE,2018,,9781501515385,De Gruyter,4,52,4836,http://www.degruyter.com/isbn/9781501506819,
,"Sharepoint Online Development, Configuration, And Administration","Beckner, Mark",CSE,2019,,9781547417346,De Gruyter,4,20.99,1952.07,http://www.degruyter.com/isbn/9781547401253,
,"Simulating Business Processes For Descriptive, Predictive, And Prescriptive Analytics","Greasley, Andrew",CSE,2019,,9781547416745,De Gruyter,4,51.99,4835.07,http://www.degruyter.com/isbn/9781547400690,
,Technoscientific Research,"Morawski, Roman Z.",CSE,2019,,9783110583908,De Gruyter,4,69.95,6505.35,http://www.degruyter.com/isbn/9783110584066,
,Elementary Synchronous Programming In C++ And Java Via Algorithms,"Janfada, Ali S.",CSE,2019,,9783110615494,De Gruyter Oldenbourg,4,39.95,3715.35,http://www.degruyter.com/isbn/9783110616484,
,Need-To-Know Technologies For A Successful Future,"Keogh, Jim",CSE,2018,,9781547416929,De|G Press,4,42.99,3998.07,http://www.degruyter.com/isbn/9781547400812,
,Ad Hoc And Sensor Networks:Theory And Applications 2Nd Ed,"Carlos De Morais Cordeiro, Dharma Prakash Agrawal",CSE,2020,,9780000988010,World Scientific Publishing Co. Pte. Ltd.,4,795,795,https://www.worldscientific.com/worldscibooks/10.1142/8066,
,Advanced Artificial Intelligence (Second Edition),Shi Zhongzhi,CSE,2019,,9789811200878,World Scientific Publishing Co. Pte. Ltd.,4,178,13670.4,https://www.worldscientific.com/worldscibooks/10.1142/11295,
,Advanced Artificial Intelligence 2Nd Ed,Shi Zhongzhi,CSE,2020,,9780000988409,World Scientific Publishing Co. Pte. Ltd.,4,1995,1995,https://www.worldscientific.com/worldscibooks/10.1142/11295,
,"Algorithms For Analysis, Inference, And Control Of Boolean Networks",Akutsu Tatsuya,CSE,2018,,9789813233423,World Scientific Publishing Co. Pte. Ltd.,4,98,7526.4,https://www.worldscientific.com/worldscibooks/10.1142/10801,
,"Artificial Intelligence In Highway Location And Alignment Optimization: Applications Of Genetic Algorithms In Searching, Evaluating, And Optimizing Highway Location And Alignments",Kang Min-Wook Et Al,CSE,2020,,9789813272804,World Scientific Publishing Co. Pte. Ltd.,4,98,7526.4,https://www.worldscientific.com/worldscibooks/10.1142/11059,
,Big Data And The Computable Society: Algorithms And People In The Digital World,Talia Domenico,CSE,2019,,9781786347060,World Scientific Publishing Co. Pte. Ltd.,4,28,2150.4,https://www.worldscientific.com/worldscibooks/10.1142/q0206,
,Big Data And The Computable Society: Algorithms And People In The Digital World,Talia Domenico,CSE,2020,,9780000988454,World Scientific Publishing Co. Pte. Ltd.,4,895,895,https://www.worldscientific.com/worldscibooks/10.1142/q0206,
,Clustering And Outlier Detection For Trajectory Stream Data,"Mao Jiali, Jin Cheqing & Zhou Aoying",CSE,2020,,9789811210457,World Scientific Publishing Co. Pte. Ltd.,4,98,7526.4,https://www.worldscientific.com/worldscibooks/10.1142/11555,
,Computer Vision And Robotics In Perioperative Process,Yi Xu Et Al,CSE,2018,,9789813233270,World Scientific Publishing Co. Pte. Ltd.,4,78,5990.4,https://www.worldscientific.com/worldscibooks/10.1142/10797,
,Concurrency Control And Recovery In Oltp Systems: High Scalability And Availability,Cai Peng & Zhou Aoying,CSE,2019,,9789813279223,World Scientific Publishing Co. Pte. Ltd.,4,98,7526.4,https://www.worldscientific.com/worldscibooks/10.1142/11242,
,Cryptology For Engineers: An Application-Oriented Mathematical Introduction,Robert Schmied,CSE,2020,,9780000989222,World Scientific Publishing Co. Pte. Ltd.,4,995,995,https://www.worldscientific.com/worldscibooks/10.1142/11492,
,Data Science For Cyber-Security,Adams Niall Et Al,CSE,2018,,9781786345639,World Scientific Publishing Co. Pte. Ltd.,4,118,9062.4,https://www.worldscientific.com/worldscibooks/10.1142/q0167,
,Deep Learning Neural Networks: Design And Case Studies,Graupe Daniel,CSE,2020,,9780000988546,World Scientific Publishing Co. Pte. Ltd.,4,1295,1295,https://www.worldscientific.com/worldscibooks/10.1142/10190,
,Document Analysis And Text Recognition: Benchmarking State-Of-The-Art Systems,Margner Volker Et Al,CSE,2018,,9789813229266,World Scientific Publishing Co. Pte. Ltd.,4,128,9830.4,https://www.worldscientific.com/worldscibooks/10.1142/10689,
,"Elementary Approach To Design And Analysis Of Algorithms, An",Vermani Lekh Raj Et Al,CSE,2019,,9781786346759,World Scientific Publishing Co. Pte. Ltd.,4,118,9062.4,https://www.worldscientific.com/worldscibooks/10.1142/q0201,
,Essential Topics Of Managing Information Systems,Xu Jun,CSE,2019,,9789811213557,World Scientific Publishing Co. Pte. Ltd.,4,88,6758.4,https://www.worldscientific.com/worldscibooks/10.1142/11647,
,Facial Multi-Characteristics And Applications,Zhang Bob Et Al,CSE,2018,,9789813234574,World Scientific Publishing Co. Pte. Ltd.,4,138,10598.4,https://www.worldscientific.com/worldscibooks/10.1142/10835,
,Frontiers In Pattern Recognition And Artificial Intelligence,"Blom Marleah, Nobile Nicola & Suen Ching Y",CSE,2019,,9789811203350,World Scientific Publishing Co. Pte. Ltd.,4,118,9062.4,https://www.worldscientific.com/worldscibooks/10.1142/11362,
,Fundamentals Of Quantum Information (Extended Edition),Sagawa Hiroyuki Et Al,CSE,2020,,9789811227219,World Scientific Publishing Co. Pte. Ltd.,4,78,5990.4,https://www.worldscientific.com/worldscibooks/10.1142/12016,
,Fuzzy Logic-Based Material Selection And Synthesis,Babanli Mustafa B,CSE,2019,,9789813276567,World Scientific Publishing Co. Pte. Ltd.,4,98,7526.4,https://www.worldscientific.com/worldscibooks/10.1142/11164,
,Game Theory And Mechanism Design,Narahari Y,CSE,2020,,9780000988706,World Scientific Publishing Co. Pte. Ltd.,4,1795,1795,https://www.worldscientific.com/worldscibooks/10.1142/8902,
,Graph-Based Keyword Spotting,Stauffer Michael Et Al,CSE,2019,,9789811206627,World Scientific Publishing Co. Pte. Ltd.,4,108,8294.4,https://www.worldscientific.com/worldscibooks/10.1142/11452,
,Hybrid Metaheuristics: Research And Applications,Bhattacharyya Siddhartha,CSE,2018,,9789813270220,World Scientific Publishing Co. Pte. Ltd.,4,118,9062.4,https://www.worldscientific.com/worldscibooks/10.1142/10989,
,Image Processing And Analysis: A Primer,Gimel'farb Georgy & Delmas Patrice,CSE,2018,,9781786345813,World Scientific Publishing Co. Pte. Ltd.,4,88,6758.4,https://www.worldscientific.com/worldscibooks/10.1142/q0173,
,Interactions In Multiagent Systems,Hao Jianye Et Al,CSE,2018,,9789813208735,World Scientific Publishing Co. Pte. Ltd.,4,148,11366.4,https://www.worldscientific.com/worldscibooks/10.1142/10414,
,Introduction To Computer Simulations For Integrated Stem College Education,Hafez Mohamed & Tavernetti William,CSE,2019,,9789811210761,World Scientific Publishing Co. Pte. Ltd.,4,38,2918.4,https://www.worldscientific.com/worldscibooks/10.1142/11542,
,"Introduction To Pattern Recognition: Statistical, Structural, Neural And Fuzzy Logic Approaches",Kandel Abraham Et Al,CSE,2020,,9780000988812,World Scientific Publishing Co. Pte. Ltd.,4,995,995,https://www.worldscientific.com/worldscibooks/10.1142/3641,
,"Introduction To The Analysis Of Algorithms, An (3Rd Edition)",Soltys Michael,CSE,2018,,9789813235908,World Scientific Publishing Co. Pte. Ltd.,4,98,7526.4,https://www.worldscientific.com/worldscibooks/10.1142/10875,
,Logic And Language Models For Computer Science (Third Edition),Richards Dana & Hamburger Henry,CSE,2020,,9780000988850,World Scientific Publishing Co. Pte. Ltd.,4,1195,1195,https://www.worldscientific.com/worldscibooks/10.1142/10687,
,Marine Big Data,Huang Dongmei Et Al,CSE,2019,,9789811202483,World Scientific Publishing Co. Pte. Ltd.,4,148,11366.4,https://www.worldscientific.com/worldscibooks/10.1142/11337,
,Mathematical Analysis For Machine Learning And Data Mining,Simovici Dan,CSE,2020,,9780000988898,World Scientific Publishing Co. Pte. Ltd.,4,1795,1795,https://www.worldscientific.com/worldscibooks/10.1142/10702,
,"Multilingual Text Analysis: Challenges, Models, And Approaches",Vanetik Natalia & Litvak Marina,CSE,2019,,9789813274877,World Scientific Publishing Co. Pte. Ltd.,4,158,12134.4,https://www.worldscientific.com/worldscibooks/10.1142/11116,
,Pattern Recognition And Big Data,Pal Sankar Kumar & Pal Amita,CSE,2020,,9780000988973,World Scientific Publishing Co. Pte. Ltd.,4,1595,1595,https://www.worldscientific.com/worldscibooks/10.1142/10153,
,Pattern Recognition From Classical To Modern Approaches,Sankar K Pal  & Amita Pal,CSE,2020,,9780000988966,World Scientific Publishing Co. Pte. Ltd.,4,1395,1395,https://www.worldscientific.com/worldscibooks/10.1142/4755,
,Principles Of Artificial Neural Networks: Basic Designs To Deep Learning (4Th Edition),Graupe Daniel,CSE,2019,,9789811201226,World Scientific Publishing Co. Pte. Ltd.,4,128,9830.4,https://www.worldscientific.com/worldscibooks/10.1142/11306,
,Principles Of Artificial Neural Networks: Basic Designs To Deep Learning (4Th Edition),Graupe Daniel,CSE,2020,,9780000988997,World Scientific Publishing Co. Pte. Ltd.,4,1595,1595,https://www.worldscientific.com/worldscibooks/10.1142/11306,
,Robotic Intelligence,Sheu Phillip C-Y,CSE,2019,,9789811203473,World Scientific Publishing Co. Pte. Ltd.,4,88,6758.4,https://www.worldscientific.com/worldscibooks/10.1142/11361,
,Securecsocial: Secure Cloud-Based Social Network,Atrey Pradeep K Et Al,CSE,2019,,9789811205910,World Scientific Publishing Co. Pte. Ltd.,4,68,5222.4,https://www.worldscientific.com/worldscibooks/10.1142/11433,
,Syntactic Pattern Recognition,Flasinski Mariusz,CSE,2019,,9789813278462,World Scientific Publishing Co. Pte. Ltd.,4,138,10598.4,https://www.worldscientific.com/worldscibooks/10.1142/11216,
,Technology Roadmapping,Tugrul Daim Et Al,CSE,2018,,9789813235335,World Scientific Publishing Co. Pte. Ltd.,4,198,15206.4,https://www.worldscientific.com/worldscibooks/10.1142/10859,
,Time-Aware Conversion Prediction For E-Commerce,Ji Wendi & Wang Xiaoling & Zhou Aoying,CSE,2018,,9789813224704,World Scientific Publishing Co. Pte. Ltd.,4,118,9062.4,https://www.worldscientific.com/worldscibooks/10.1142/10565,
,Unlocking Consciousness: Lessons From The Convergence Of Computing And Cognitive Psychology,Ross Charles T,CSE,2018,,9781786344687,World Scientific Publishing Co. Pte. Ltd.,4,98,7526.4,https://www.worldscientific.com/worldscibooks/10.1142/q0136,
,FUNDAMENTALS OF QUANTUM INFORMATION (EXTENDED EDITION),SAGAWA HIROYUKI ET AL,CSE,2021,,9789811227219,World Scientific Publishing Co. Pte. Ltd.,4,78,5990.4,https://www.worldscientific.com/worldscibooks/10.1142/12016,
,"ARTIFICIAL INTELLIGENCE IN HIGHWAY LOCATION AND ALIGNMENT OPTIMIZATION: APPLICATIONS OF GENETIC ALGORITHMS IN SEARCHING, EVALUATING, AND OPTIMIZING HIGHWAY LOCATION AND ALIGNMENTS",KANG MIN-WOOK ET AL,CSE,2021,,9789813272804,World Scientific Publishing Co. Pte. Ltd.,4,98,7526.4,https://www.worldscientific.com/worldscibooks/10.1142/11059,
,DEVELOPMENTS OF ARTIFICIAL INTELLIGENCE TECHNOLOGIES IN COMPUTATION AND ROBOTICS - PROCEEDINGS OF THE 14TH INTERNATIONAL FLINS CONFERENCE (FLINS 2020),LI ZHONG ET AL,CSE,2021,,9789811223327,World Scientific Publishing Co. Pte. Ltd.,4,398,30566.4,https://www.worldscientific.com/worldscibooks/10.1142/11911,
,RECOMMENDER SYSTEMS: ADVANCED DEVELOPMENTS,"LU JIE, ZHANG GUANGQUAN & ZHANG QIAN",CSE,2021,,9789811224621,World Scientific Publishing Co. Pte. Ltd.,4,138,10598.4,https://www.worldscientific.com/worldscibooks/10.1142/11947,
,COGNITIVE SATELLITE SYSTEM,ZHANG JIANJUN ET AL,CSE,2021,,9789811214349,World Scientific Publishing Co. Pte. Ltd.,4,128,9830.4,https://www.worldscientific.com/worldscibooks/10.1142/11667,
,ALGORITHMS FOR BIG DATA,FELDMAN MORAN,CSE,2021,,9789811204739,World Scientific Publishing Co. Pte. Ltd.,4,148,11366.4,https://www.worldscientific.com/worldscibooks/10.1142/11398,
,PRINCIPLES OF QUANTUM ARTIFICIAL INTELLIGENCE: QUANTUM PROBLEM SOLVING AND MACHINE LEARNING (SECOND EDITION),WICHERT ANDREAS,CSE,2021,,9789811224300,World Scientific Publishing Co. Pte. Ltd.,4,168,12902.4,https://www.worldscientific.com/worldscibooks/10.1142/11938,
,DECOMPOSITION-BASED EVOLUTIONARY OPTIMIZATION IN COMPLEX ENVIRONMENTS,"LI JUAN, XIN BIN & CHEN JIE",CSE,2021,,9789811218989,World Scientific Publishing Co. Pte. Ltd.,4,98,7526.4,https://www.worldscientific.com/worldscibooks/10.1142/11788,
,WHAT IS ARTIFICIAL INTELLIGENCE?: A CONVERSATION BETWEEN AN AI ENGINEER AND A HUMANITIES RESEARCHER,GUPTA SUMAN ET AL,CSE,2021,,9781786348630,World Scientific Publishing Co. Pte. Ltd.,4,98,7526.4,https://www.worldscientific.com/worldscibooks/10.1142/q0255,
,TOWARD SUSTAINABLE AND ECONOMIC SMART MOBILITY: SHAPING THE FUTURE OF SMART CITIES,EIZA MAX ET AL,CSE,2021,,9781786347855,World Scientific Publishing Co. Pte. Ltd.,4,88,6758.4,https://www.worldscientific.com/worldscibooks/10.1142/q0233,
,BIOLOGICAL LANGUAGE MODEL: THEORY AND APPLICATION,DONG QIWEN ET AL,CSE,2021,,9789811212949,World Scientific Publishing Co. Pte. Ltd.,4,98,7526.4,https://www.worldscientific.com/worldscibooks/10.1142/11629,
,LOAD BALANCE FOR DISTRIBUTED REAL-TIME COMPUTING SYSTEMS,FANG JUNHUA ET AL,CSE,2021,,9789811216145,World Scientific Publishing Co. Pte. Ltd.,4,88,6758.4,https://www.worldscientific.com/worldscibooks/10.1142/11709,
,"HANDBOOK OF SOFTWARE AGING AND REJUVENATION: FUNDAMENTALS, METHODS, APPLICATIONS, AND FUTURE DIRECTIONS",DOHI TADASHI ET AL,CSE,2021,,9789811214561,World Scientific Publishing Co. Pte. Ltd.,4,178,13670.4,https://www.worldscientific.com/worldscibooks/10.1142/11673,
,HANDBOOK OF PATTERN RECOGNITION AND COMPUTER VISION (6TH EDITION),CHEN CHI HAU,CSE,2021,,9789811211065,World Scientific Publishing Co. Pte. Ltd.,4,188,14438.4,https://www.worldscientific.com/worldscibooks/10.1142/11573,
,TRANSHUMANISM: A REALISTIC FUTURE?,FILLARD JEAN-PIERRE,CSE,2021,,9789811212109,World Scientific Publishing Co. Pte. Ltd.,4,38,2918.4,https://www.worldscientific.com/worldscibooks/10.1142/11582,
,TRANSHUMANISM: A REALISTIC FUTURE?,FILLARD JEAN-PIERRE,CSE,2021,,9789811211386,World Scientific Publishing Co. Pte. Ltd.,4,78,5990.4,https://www.worldscientific.com/worldscibooks/10.1142/11582,
,CRYPTOLOGY FOR ENGINEERS: AN APPLICATION-ORIENTED MATHEMATICAL INTRODUCTION,SCHMIED ROBERT,CSE,2021,,9789811208041,World Scientific Publishing Co. Pte. Ltd.,4,98,7526.4,https://www.worldscientific.com/worldscibooks/10.1142/11492,
,SLIDING-ROLLING CONTACT AND IN-HAND MANIPULATION,CUI LEI ET AL,CSE,2021,,9781786348425,World Scientific Publishing Co. Pte. Ltd.,4,88,6758.4,https://www.worldscientific.com/worldscibooks/10.1142/q0249,
,LINEAR ALGEBRA AND OPTIMIZATION WITH APPLICATIONS TO MACHINE LEARNING - VOLUME II: FUNDAMENTALS OF OPTIMIZATION THEORY WITH APPLICATIONS TO MACHINE LEARNING,GALLIER JEAN H & QUAINTANCE JOCELYN,CSE,2021,,9789811216565,World Scientific Publishing Co. Pte. Ltd.,4,198,15206.4,https://www.worldscientific.com/worldscibooks/10.1142/11722,
,HANDBOOK ON BIG DATA AND MACHINE LEARNING IN THE PHYSICAL SCIENCES (IN 2 VOLUMES),KALININ V SERGEI ET AL,CSE,2021,,9789811204449,World Scientific Publishing Co. Pte. Ltd.,4,880,67584,https://www.worldscientific.com/worldscibooks/10.1142/11389,
,FUZZY SYSTEMS TO QUANTUM MECHANICS,LI HONG-XING,CSE,2021,,9789811211188,World Scientific Publishing Co. Pte. Ltd.,4,158,12134.4,https://www.worldscientific.com/worldscibooks/10.1142/11577,
,CYBER SECURITY PRACTITIONER'S GUIDE,JAHANKHANI HAMID,CSE,2021,,9789811204456,World Scientific Publishing Co. Pte. Ltd.,4,178,13670.4,https://www.worldscientific.com/worldscibooks/10.1142/11390,
,"PROBABILISTIC APPROACHES FOR SOCIAL MEDIA ANALYSIS: DATA, COMMUNITY AND INFLUENCE",YUE KUN ET AL,CSE,2021,,9789811207372,World Scientific Publishing Co. Pte. Ltd.,4,118,9062.4,https://www.worldscientific.com/worldscibooks/10.1142/11476,
,CLUSTERING AND OUTLIER DETECTION FOR TRAJECTORY STREAM DATA,"MAO JIALI, JIN CHEQING & ZHOU AOYING",CSE,2021,,9789811210457,World Scientific Publishing Co. Pte. Ltd.,4,98,7526.4,https://www.worldscientific.com/worldscibooks/10.1142/11555,
,ADAPTIVE MICRO LEARNING - USING FRAGMENTED TIME TO LEARN,"SUN GENG, SHEN JUN & LIN JIAYIN",CSE,2021,,9789811207457,World Scientific Publishing Co. Pte. Ltd.,4,78,5990.4,https://www.worldscientific.com/worldscibooks/10.1142/11477,
,"LINEAR ALGEBRA AND OPTIMIZATION WITH APPLICATIONS TO MACHINE LEARNING - VOLUME I: LINEAR ALGEBRA FOR COMPUTER VISION, ROBOTICS, AND MACHINE LEARNING",GALLIER JEAN H & QUAINTANCE JOCELYN,CSE,2021,,9789811207716,World Scientific Publishing Co. Pte. Ltd.,4,98,7526.4,https://www.worldscientific.com/worldscibooks/10.1142/11446,
,"LINEAR ALGEBRA AND OPTIMIZATION WITH APPLICATIONS TO MACHINE LEARNING - VOLUME I: LINEAR ALGEBRA FOR COMPUTER VISION, ROBOTICS, AND MACHINE LEARNING",GALLIER JEAN H & QUAINTANCE JOCELYN,CSE,2021,,9789811206399,World Scientific Publishing Co. Pte. Ltd.,4,198,15206.4,https://www.worldscientific.com/worldscibooks/10.1142/11446,
,HANDBOOK OF MACHINE LEARNING - VOLUME 2: OPTIMIZATION AND DECISION MAKING,MARWALA TSHILIDZI & LEKE COLLINS ACHEPSAH,CSE,2021,,9789811205668,World Scientific Publishing Co. Pte. Ltd.,4,128,9830.4,https://www.worldscientific.com/worldscibooks/10.1142/11425,
,ESSENTIAL TOPICS OF MANAGING INFORMATION SYSTEMS,XU JUN,CSE,2021,,9789811213557,World Scientific Publishing Co. Pte. Ltd.,4,88,6758.4,https://www.worldscientific.com/worldscibooks/10.1142/11647,
,GAME THEORETIC ANALYSIS,PETROSYAN LEON A ET AL,CSE,2021,,9789811202001,World Scientific Publishing Co. Pte. Ltd.,4,178,13670.4,https://www.worldscientific.com/worldscibooks/10.1142/11326,
,INTRODUCTION TO COMPUTER SIMULATIONS FOR INTEGRATED STEM COLLEGE EDUCATION,HAFEZ MOHAMED & TAVERNETTI WILLIAM,CSE,2021,,9789811210761,World Scientific Publishing Co. Pte. Ltd.,4,38,2918.4,https://www.worldscientific.com/worldscibooks/10.1142/11542,
,INTRODUCTION TO COMPUTER SIMULATIONS FOR INTEGRATED STEM COLLEGE EDUCATION,HAFEZ MOHAMED & TAVERNETTI WILLIAM,CSE,2021,,9789811209901,World Scientific Publishing Co. Pte. Ltd.,4,78,5990.4,https://www.worldscientific.com/worldscibooks/10.1142/11542,
,SECURECSOCIAL: SECURE CLOUD-BASED SOCIAL NETWORK,ATREY PRADEEP K ET AL,CSE,2021,,9789811205910,World Scientific Publishing Co. Pte. Ltd.,4,68,5222.4,https://www.worldscientific.com/worldscibooks/10.1142/11433,
,ADVANCED ARTIFICIAL INTELLIGENCE (SECOND EDITION),SHI ZHONGZHI,CSE,2021,,9789811200878,World Scientific Publishing Co. Pte. Ltd.,4,178,13670.4,https://www.worldscientific.com/worldscibooks/10.1142/11295,
,GRAPH-BASED KEYWORD SPOTTING,STAUFFER MICHAEL ET AL,CSE,2021,,9789811206627,World Scientific Publishing Co. Pte. Ltd.,4,108,8294.4,https://www.worldscientific.com/worldscibooks/10.1142/11452,
,FRONTIERS IN PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,"BLOM MARLEAH, NOBILE NICOLA & SUEN CHING Y",CSE,2021,,9789811203350,World Scientific Publishing Co. Pte. Ltd.,4,118,9062.4,https://www.worldscientific.com/worldscibooks/10.1142/11362,
,"ELEMENTARY APPROACH TO DESIGN AND ANALYSIS OF ALGORITHMS, AN",VERMANI LEKH RAJ ET AL,CSE,2021,,9781786346759,World Scientific Publishing Co. Pte. Ltd.,4,118,9062.4,https://www.worldscientific.com/worldscibooks/10.1142/q0201,
,CONSCIOUSNESS AND ROBOT SENTIENCE (SECOND EDITION),HAIKONEN PENTTI O A,CSE,2021,,9789811205040,World Scientific Publishing Co. Pte. Ltd.,4,98,7526.4,https://www.worldscientific.com/worldscibooks/10.1142/11404,
,CONCURRENCY CONTROL AND RECOVERY IN OLTP SYSTEMS: HIGH SCALABILITY AND AVAILABILITY,CAI PENG & ZHOU AOYING,CSE,2021,,9789813279223,World Scientific Publishing Co. Pte. Ltd.,4,98,7526.4,https://www.worldscientific.com/worldscibooks/10.1142/11242,
,BIO-INSPIRED COMPUTING MODELS AND ALGORITHMS,SONG TAO ET AL,CSE,2021,,9789813143173,World Scientific Publishing Co. Pte. Ltd.,4,128,9830.4,https://www.worldscientific.com/worldscibooks/10.1142/10119,
,SYNTACTIC PATTERN RECOGNITION,FLASINSKI MARIUSZ,CSE,2021,,9789813278462,World Scientific Publishing Co. Pte. Ltd.,4,138,10598.4,https://www.worldscientific.com/worldscibooks/10.1142/11216,
,BIG DATA AND THE COMPUTABLE SOCIETY: ALGORITHMS AND PEOPLE IN THE DIGITAL WORLD,TALIA DOMENICO,CSE,2021,,9781786347060,World Scientific Publishing Co. Pte. Ltd.,4,28,2150.4,https://www.worldscientific.com/worldscibooks/10.1142/q0206,
,BIG DATA AND THE COMPUTABLE SOCIETY: ALGORITHMS AND PEOPLE IN THE DIGITAL WORLD,TALIA DOMENICO,CSE,2021,,9781786346919,World Scientific Publishing Co. Pte. Ltd.,4,58,4454.4,https://www.worldscientific.com/worldscibooks/10.1142/q0206,
,PRINCIPLES OF ARTIFICIAL NEURAL NETWORKS: BASIC DESIGNS TO DEEP LEARNING (4TH EDITION),GRAUPE DANIEL,CSE,2021,,9789811201226,World Scientific Publishing Co. Pte. Ltd.,4,128,9830.4,https://www.worldscientific.com/worldscibooks/10.1142/11306,
,ROBOTIC INTELLIGENCE,SHEU PHILLIP C-Y,CSE,2021,,9789811203473,World Scientific Publishing Co. Pte. Ltd.,4,88,6758.4,https://www.worldscientific.com/worldscibooks/10.1142/11361,
,FUZZY LOGIC-BASED MATERIAL SELECTION AND SYNTHESIS,BABANLI MUSTAFA B,CSE,2021,,9789813276567,World Scientific Publishing Co. Pte. Ltd.,4,98,7526.4,https://www.worldscientific.com/worldscibooks/10.1142/11164,
,"MULTILINGUAL TEXT ANALYSIS: CHALLENGES, MODELS, AND APPROACHES",VANETIK NATALIA & LITVAK MARINA,CSE,2021,,9789813274877,World Scientific Publishing Co. Pte. Ltd.,4,158,12134.4,https://www.worldscientific.com/worldscibooks/10.1142/11116,
,ENSEMBLE LEARNING: PATTERN CLASSIFICATION USING ENSEMBLE METHODS (SECOND EDITION),ROKACH LIOR,CSE,2021,,9789811201950,World Scientific Publishing Co. Pte. Ltd.,4,118,9062.4,https://www.worldscientific.com/worldscibooks/10.1142/11325,
,COOPERATIVE INNOVATION: SCIENCE AND TECHNOLOGY POLICY,BETZ FREDERICK,CSE,2021,,9789813238695,World Scientific Publishing Co. Pte. Ltd.,4,98,7526.4,https://www.worldscientific.com/worldscibooks/10.1142/10951,
,THEORY AND PRACTICE OF COMPUTATION - PROCEEDINGS OF WORKSHOP ON COMPUTATION: THEORY AND PRACTICE WCTP2017,NISHIZAKI SHIN-YA ET AL,CSE,2021,,9789813279667,World Scientific Publishing Co. Pte. Ltd.,4,128,9830.4,https://www.worldscientific.com/worldscibooks/10.1142/11259,
,FUZZY LOGIC THEORY AND APPLICATIONS: PART I AND PART II,ZADEH LOFTI A ET AL,CSE,2021,,9789813238176,World Scientific Publishing Co. Pte. Ltd.,4,158,12134.4,https://www.worldscientific.com/worldscibooks/10.1142/10936,
,"COLLABORATIVE RECOMMENDATIONS: ALGORITHMS, PRACTICAL CHALLENGES AND APPLICATIONS",BERKOVSKY SHLOMO ET AL,CSE,2021,,9789813275348,World Scientific Publishing Co. Pte. Ltd.,4,198,15206.4,https://www.worldscientific.com/worldscibooks/10.1142/11131,
,FACIAL MULTI-CHARACTERISTICS AND APPLICATIONS,ZHANG BOB ET AL,CSE,2021,,9789813234574,World Scientific Publishing Co. Pte. Ltd.,4,138,10598.4,https://www.worldscientific.com/worldscibooks/10.1142/10835,
,HANDBOOK OF MACHINE LEARNING - VOLUME 1: FOUNDATION OF ARTIFICIAL INTELLIGENCE,MARWALA TSHILIDZI,CSE,2021,,9789813271227,World Scientific Publishing Co. Pte. Ltd.,4,128,9830.4,https://www.worldscientific.com/worldscibooks/10.1142/11013,
,HYBRID METAHEURISTICS: RESEARCH AND APPLICATIONS,BHATTACHARYYA SIDDHARTHA,CSE,2021,,9789813270220,World Scientific Publishing Co. Pte. Ltd.,4,118,9062.4,https://www.worldscientific.com/worldscibooks/10.1142/10989,
,DATA SCIENCE FOR CYBER-SECURITY,ADAMS NIALL ET AL,CSE,2021,,9781786345639,World Scientific Publishing Co. Pte. Ltd.,4,118,9062.4,https://www.worldscientific.com/worldscibooks/10.1142/q0167,
